Rk_conversions,Tm,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct,Rk_conversions_against,3DAtt_against,3DConv_against,3D%_against,4DAtt_against,4DConv_against,4D%_against,RZAtt_against,RZTD_against,RZPct_against,Rk_drive_averages,#Dr,Plays,Sc%_x,TO%_x,Avg_plays,Avg_yards,Avg_start,Avg_time,Avg_pts,Rk_drive_averages_against,#Dr_against,Plays_against,Sc%_against,TO%_against,Avg_plays_against,Avg_yards_against,Avg_start_against,Avg_time_against,Avg_pts_against,Rk_kick_and_punt_returns,Punt_Returns,Punt_return_yds,Punt_return_TD,Punt_return_lng,Punt_return_Y/R,Kick_return,Kick_return_yds,Kick_return_TD,Kick_return_lng,Kick_return_Y/Rt,Kick_return_APYd,Rk_kick_and_punt_returns_against,Punt_Returns_Against,Punt_return_yds_against,Punt_return_TD_against,Punt_return_Y/R_against,Kick_return_against,Kick_return_yds_against,Kick_return_TD_against,Kick_return_Y/Rt_against,Rk_passing,Cmp,Passing_Att,Cmp%,Passing_yds,Passing_tds,Passing_td%,Int_thrown,Int%_thrown,Passing_lng,Y/A_passing,AY/A_passing,Y/C_passing,Y/G_passing,rate,Sk_allowed,SkYds_allowed,Sk%_allowed,NY/A_passing_x,ANY/A_passing,4QC,GWD,EXP_passing,Rk_passing_defense,Cmp_allowed,Att_allowed_passing_x,Cmp%_allowed,Passing_yds_allowed,Passing_TDs_allowed,Passing_TD%_allowed,Int_x,Passes_defended,Int%,Y/A_passing_allowed,AY/A_passing_allowed,Y/C_passing_allowed,Y/G_passing_allowed,Rate_allowed,Sk_x,SkYds,QBHits,TFL,Sk%,NY/A_passing_allowed,EXP_passing_defense,punting_rk,Pnt,Pnt_Yds_total,Y/P_x,RetYds,Net,NY/P,Lng,TB,TB%,In20,In20%,Blk_allowed,Punting_against_rk,Pnt_against,Pnt_Yds_against,Y/P_against,Blk,Rk_rushing,Rushing_Att_x,Rushing_yds,Rushing_tds,Lng_rushing,Y/A_rushing,Y/G_rushing,Fmb,EXP_rushing,Rk_rushing_allowed,Rushing_att_allowed_x,Rushing_Yds_allowed_x,Rushing_Tds_allowed_x,Y/A_rushing_allowed_x,Y/G_rushing_allowed,EXP_rushing_allowed,Rk_scoring_offense,RshTd,RecTd,PR_TD,KR_TD,FblTD,IntTD,OthTD,AllTD,2PM,2PA,D2P,XPM,XPA,FGM,FGA,Sfty,Pts,Pts/G,Rk_scoring_defense,RshTD_allowed,RecTD_allowed,PR_TD_allowed,KR_TD_allowed,FblTD_allowed,IntTD_allowed,OthTD_allowed,AllTD_allowed,2PM_allowed,2PA_allowed,D2P_allowed,XPM_allowed,XPA_allowed,FGM_allowed,FGA_allowed,Sfty_allowed,Pts_allowed,Pts/G_allowed,Att_allowed_passing_y,Cmp_allowed_passing_x,Yds_allowed_passing_x,TD_allowed_passing,DADOT,Air_yards_Cmp,YAC_allowed,Bltz,Bltz%,Hrry,Hrry%,QBKD,QBKD%,Sk_y,Prss,Prss%,MTkl,Rk_team_defense,PA,Yds_allowed,Ply_allowed,Y/P_allowed,Takeaways,FL_forced,1stD_allowed,Cmp_allowed_passing_y,Att_allowed_passing,Yds_allowed_passing_y,TDs_allowed_passing,Int_y,NY/A_allowed_passing,1stD_allowed_passing,Rushing_att_allowed_y,Rushing_Yds_allowed_y,Rushing_Tds_allowed_y,Y/A_rushing_allowed_y,1stD_allowed_rushing,Pen_defense,Pen_yds_defense,1stPy_defense,Sc%_allowed,TO%_y,EXP_allowed,Rk_team_offense,PF,Yds,Ply,Y/P_y,TO_allowed,FL_allowed,1stD,Cmp_passing,Att_passing,Passing_Yds,Passing_TDs,Int_allowed,NY/A_passing_y,1stD_passing,Rushing_Att_y,Rushing_Yds,RushingTDs,Rushing_Y/A,Rushing_1stD,Pen_offense,Pen_Yds_offense,1stPy_offense,Sc%_y,TO%_allowed,EXP
31.0,Minnesota Vikings,73.0,25.0,34.2%,7.0,5.0,71.4%,21.0,11.0,52.4%,2.0,73.0,22.0,30.1%,8.0,5.0,62.5%,17.0,8.0,47.1%,23.0,66.0,367.0,39.4,15.2,5.6,28.7,Own 28.1,2:42,1.97,11.0,68.0,359.0,30.9,10.3,5.3,26.7,Own 32.1,2:40,1.63,1.0,18.0,176.0,0.0,29.0,9.8,26.0,652.0,0.0,38.0,25.1,3017.0,20.0,10.0,86.0,0.0,8.6,26.0,659.0,0.0,25.3,25.0,122.0,188.0,64.9,1289.0,8.0,4.3,7.0,3.7,81.0,7.6,6.8,11.8,214.8,86.6,23.0,145.0,10.9,6.1,5.4,2.0,2.0,10.06,4.0,109.0,161.0,67.7,1104.0,8.0,5.0,2.0,15.0,1.2,7.5,7.9,11.0,184.0,101.0,16.0,97.0,27.0,36.0,9.0,6.2,14.49,15.0,25.0,1213.0,48.5,86.0,1127.0,45.1,77.0,0.0,0.0%,7.0,28.0%,0.0,20.0,29.0,1383.0,47.7,0.0,28.0,142.0,623.0,5.0,24.0,4.4,103.8,11.0,-5.96,15.0,170.0,706.0,4.0,4.2,117.7,-0.13,11.0,5.0,8.0,,,1.0,1.0,,15.0,2.0,3.0,,12.0,12.0,13.0,14.0,,145.0,24.2,11.0,4.0,8.0,,,,2.0,,14.0,,0.0,,14.0,14.0,9.0,12.0,,125.0,20.8,161.0,109.0,1104.0,8.0,6.9,642.0,559.0,72.0,38.9%,25.0,13.5%,13.0,8.1%,16.0,54.0,29.2%,36.0,5.0,125.0,1810.0,347.0,5.2,7.0,5.0,100.0,109.0,161.0,1104.0,8.0,2.0,6.2,45.0,170.0,706.0,4.0,4.2,45.0,44.0,378.0,10.0,30.9,10.3,18.51,21.0,145.0,1912.0,353.0,5.4,11.0,4.0,110.0,122.0,188.0,1289.0,8.0,7.0,6.1,64.0,142.0,623.0,5.0,4.4,36.0,47.0,367.0,10.0,39.4,15.2,-5.74
13.0,New England Patriots,82.0,34.0,41.5%,12.0,10.0,83.3%,23.0,14.0,60.9%,9.0,74.0,29.0,39.2%,8.0,2.0,25.0%,14.0,10.0,71.4%,21.0,67.0,430.0,41.8,10.4,6.4,35.5,Own 30.8,3:14,2.39,13.0,69.0,405.0,36.2,13.0,5.9,31.7,Own 27.7,2:57,1.84,23.0,9.0,208.0,1.0,87.0,23.1,28.0,705.0,1.0,90.0,25.2,3460.0,19.0,9.0,161.0,1.0,17.9,28.0,690.0,0.0,24.6,8.0,153.0,204.0,75.0,1679.0,12.0,5.9,2.0,1.0,55.0,8.6,9.3,11.5,239.9,116.0,22.0,77.0,9.7,7.4,8.1,0.0,1.0,88.09,26.0,156.0,216.0,72.2,1650.0,10.0,4.6,5.0,20.0,2.3,8.1,8.0,11.3,235.7,102.0,18.0,109.0,35.0,39.0,7.7,7.1,-36.43,17.0,24.0,1129.0,47.0,161.0,928.0,38.7,73.0,2.0,8.3%,9.0,37.5%,0.0,16.0,23.0,999.0,43.4,0.0,18.0,194.0,724.0,7.0,22.0,3.7,103.4,10.0,-22.48,3.0,157.0,540.0,3.0,3.4,77.1,16.96,5.0,7.0,12.0,1.0,1.0,1.0,,,22.0,2.0,2.0,,18.0,20.0,9.0,10.0,,181.0,25.9,5.0,3.0,10.0,1.0,,,,,14.0,,0.0,,13.0,14.0,12.0,14.0,,133.0,19.0,216.0,156.0,1650.0,10.0,7.5,910.0,840.0,50.0,20.3%,14.0,5.7%,16.0,7.4%,18.0,48.0,19.5%,37.0,8.0,133.0,2190.0,391.0,5.6,9.0,4.0,133.0,156.0,216.0,1650.0,10.0,5.0,7.1,85.0,157.0,540.0,3.0,3.4,32.0,54.0,402.0,16.0,36.2,13.0,-14.41,6.0,181.0,2403.0,420.0,5.7,7.0,5.0,140.0,153.0,204.0,1679.0,12.0,2.0,7.4,83.0,194.0,724.0,7.0,3.7,46.0,58.0,447.0,11.0,41.8,10.4,59.45
18.0,New Orleans Saints,87.0,32.0,36.8%,11.0,3.0,27.3%,20.0,9.0,45.0%,14.0,82.0,32.0,39.0%,9.0,5.0,55.6%,24.0,14.0,58.3%,14.0,73.0,457.0,34.2,11.0,6.3,28.5,Own 29.9,2:42,1.63,18.0,72.0,447.0,44.4,12.5,6.2,32.2,Own 33.7,3:06,2.39,24.0,8.0,112.0,0.0,40.0,14.0,32.0,758.0,0.0,43.0,23.7,3159.0,24.0,11.0,175.0,1.0,15.9,23.0,643.0,0.0,28.0,17.0,160.0,239.0,66.9,1384.0,8.0,3.3,5.0,2.1,87.0,6.1,5.9,9.2,197.7,85.9,15.0,85.0,5.9,5.4,5.2,,,4.93,14.0,138.0,203.0,68.0,1444.0,14.0,6.9,4.0,31.0,2.0,7.5,8.0,11.0,206.3,104.7,14.0,75.0,34.0,33.0,6.5,6.7,-50.6,16.0,24.0,1038.0,43.3,175.0,823.0,32.9,61.0,2.0,8.3%,5.0,20.8%,1.0,19.0,20.0,884.0,44.2,0.0,21.0,183.0,701.0,3.0,18.0,3.8,100.1,5.0,0.87,26.0,218.0,906.0,6.0,4.2,129.4,7.66,27.0,3.0,8.0,,,1.0,,,12.0,,1.0,,11.0,11.0,14.0,20.0,,125.0,17.9,27.0,6.0,14.0,1.0,,,,,21.0,1.0,1.0,,19.0,20.0,13.0,14.0,,186.0,26.6,203.0,138.0,1444.0,14.0,8.3,770.0,746.0,55.0,23.6%,19.0,8.2%,15.0,7.4%,14.0,48.0,20.6%,34.0,27.0,186.0,2350.0,435.0,5.4,9.0,5.0,149.0,138.0,203.0,1444.0,14.0,4.0,6.7,79.0,218.0,906.0,6.0,4.2,55.0,62.0,471.0,15.0,44.4,12.5,-34.48,28.0,125.0,2085.0,437.0,4.8,8.0,3.0,136.0,160.0,239.0,1384.0,8.0,5.0,5.4,69.0,183.0,701.0,3.0,3.8,44.0,55.0,392.0,23.0,34.2,11.0,-1.29
5.0,New York Giants,96.0,38.0,39.6%,16.0,8.0,50.0%,24.0,11.0,45.8%,17.0,89.0,34.0,38.2%,6.0,5.0,83.3%,22.0,14.0,63.6%,13.0,73.0,471.0,37.0,12.3,6.5,32.2,Own 32.1,3:01,2.15,28.0,78.0,482.0,41.0,6.4,6.2,33.7,Own 25.3,2:42,2.15,3.0,16.0,149.0,0.0,21.0,9.3,29.0,791.0,0.0,46.0,27.3,3550.0,9.0,12.0,76.0,0.0,6.3,30.0,638.0,0.0,21.3,13.0,137.0,230.0,59.6,1480.0,10.0,4.3,6.0,2.6,52.0,6.9,6.6,11.5,211.4,83.9,20.0,97.0,8.0,5.9,5.6,,,26.61,28.0,175.0,275.0,63.6,1717.0,9.0,3.3,4.0,40.0,1.5,6.6,6.6,10.4,245.3,87.6,15.0,110.0,40.0,38.0,5.2,5.9,-33.67,9.0,28.0,1236.0,44.1,76.0,1100.0,39.3,69.0,3.0,10.7%,11.0,39.3%,0.0,24.0,29.0,1419.0,48.9,0.0,8.0,213.0,876.0,9.0,31.0,4.1,125.1,7.0,9.74,27.0,175.0,915.0,9.0,5.2,130.7,-28.57,23.0,9.0,10.0,,,,,,19.0,1.0,2.0,,13.0,17.0,8.0,8.0,,153.0,21.9,23.0,9.0,9.0,,,1.0,,,19.0,3.0,3.0,,15.0,16.0,14.0,17.0,,177.0,25.3,275.0,175.0,1717.0,9.0,8.3,1062.0,718.0,70.0,23.0%,18.0,5.9%,24.0,8.7%,15.0,57.0,18.8%,30.0,24.0,177.0,2632.0,465.0,5.7,5.0,1.0,159.0,175.0,275.0,1717.0,9.0,4.0,5.9,89.0,175.0,915.0,9.0,5.2,49.0,69.0,603.0,21.0,41.0,6.4,-59.81,15.0,153.0,2356.0,463.0,5.1,9.0,3.0,152.0,137.0,230.0,1480.0,10.0,6.0,5.9,67.0,213.0,876.0,9.0,4.1,61.0,57.0,506.0,24.0,37.0,12.3,24.75
22.0,New York Jets,91.0,30.0,33.0%,16.0,8.0,50.0%,14.0,8.0,57.1%,15.0,94.0,33.0,35.1%,8.0,7.0,87.5%,25.0,14.0,56.0%,8.0,75.0,433.0,33.3,10.7,5.8,25.4,Own 29.1,2:41,1.59,26.0,76.0,449.0,46.1,1.3,5.9,30.0,Own 33.0,2:52,2.33,6.0,14.0,135.0,0.0,19.0,9.6,40.0,1126.0,0.0,72.0,28.2,3387.0,25.0,12.0,75.0,0.0,6.3,22.0,613.0,0.0,27.9,32.0,129.0,204.0,63.2,1004.0,7.0,3.4,3.0,1.5,35.0,6.0,6.0,9.5,143.4,85.1,31.0,220.0,13.2,4.3,4.3,,,-24.51,11.0,129.0,202.0,63.9,1380.0,13.0,6.4,,29.0,,7.1,8.4,11.2,197.1,106.5,10.0,63.0,24.0,32.0,4.7,6.5,-43.57,8.0,29.0,1389.0,47.9,75.0,1294.0,44.6,58.0,1.0,3.4%,11.0,37.9%,0.0,25.0,32.0,1469.0,45.9,0.0,7.0,184.0,895.0,4.0,43.0,4.9,127.9,10.0,-0.55,25.0,219.0,905.0,5.0,4.1,129.3,-2.57,26.0,4.0,7.0,,,,,1.0,12.0,3.0,5.0,,7.0,7.0,14.0,14.0,1.0,129.0,18.4,26.0,5.0,13.0,,,,1.0,,19.0,,0.0,,18.0,19.0,17.0,18.0,,183.0,26.1,202.0,129.0,1380.0,13.0,6.4,585.0,858.0,67.0,29.4%,13.0,5.7%,13.0,6.4%,10.0,36.0,15.8%,55.0,26.0,183.0,2285.0,431.0,5.3,1.0,1.0,133.0,129.0,202.0,1380.0,13.0,0.0,6.5,78.0,219.0,905.0,5.0,4.1,42.0,53.0,432.0,13.0,46.1,1.3,-41.15,26.0,129.0,1899.0,419.0,4.5,10.0,7.0,123.0,129.0,204.0,1004.0,7.0,3.0,4.3,63.0,184.0,895.0,4.0,4.9,50.0,49.0,393.0,10.0,33.3,10.7,-36.91
23.0,Philadelphia Eagles,85.0,29.0,34.1%,12.0,9.0,75.0%,17.0,14.0,82.4%,28.0,93.0,40.0,43.0%,9.0,4.0,44.4%,23.0,10.0,43.5%,16.0,71.0,391.0,33.8,4.2,5.5,26.8,Own 27.5,2:49,2.03,17.0,71.0,470.0,46.5,9.9,6.6,34.0,Own 30.4,3:00,2.3,31.0,5.0,48.0,0.0,15.0,9.6,32.0,704.0,0.0,39.0,22.0,2941.0,1.0,20.0,271.0,0.0,13.6,30.0,667.0,0.0,22.2,16.0,136.0,195.0,69.7,1391.0,11.0,5.6,1.0,0.5,79.0,7.7,8.6,11.0,198.7,108.9,21.0,107.0,9.7,6.4,7.3,1.0,1.0,30.64,20.0,145.0,244.0,59.4,1549.0,7.0,2.9,5.0,36.0,2.0,6.6,6.3,11.1,221.3,80.1,11.0,61.0,38.0,25.0,4.3,6.1,-19.14,4.0,33.0,1724.0,52.2,271.0,1373.0,41.6,70.0,4.0,12.1%,7.0,21.2%,0.0,29.0,22.0,944.0,42.9,1.0,29.0,185.0,617.0,8.0,29.0,3.3,88.1,5.0,6.24,24.0,196.0,895.0,9.0,4.6,127.9,-20.1,20.0,8.0,11.0,,,,1.0,2.0,22.0,,1.0,,20.0,20.0,6.0,7.0,,170.0,24.3,20.0,9.0,7.0,,,,,,16.0,1.0,1.0,,14.0,15.0,17.0,20.0,1.0,165.0,23.6,244.0,145.0,1549.0,7.0,9.3,904.0,706.0,64.0,23.4%,14.0,5.1%,26.0,10.7%,11.0,51.0,18.6%,43.0,21.0,165.0,2444.0,451.0,5.4,7.0,2.0,148.0,145.0,244.0,1549.0,7.0,5.0,6.1,66.0,196.0,895.0,9.0,4.6,61.0,40.0,374.0,21.0,46.5,9.9,-36.26,10.0,170.0,2008.0,401.0,5.0,3.0,2.0,120.0,136.0,195.0,1391.0,11.0,1.0,6.4,63.0,185.0,617.0,8.0,3.3,47.0,49.0,456.0,10.0,33.8,4.2,31.3
24.0,Pittsburgh Steelers,67.0,29.0,43.3%,3.0,1.0,33.3%,18.0,13.0,72.2%,22.0,86.0,36.0,41.9%,17.0,11.0,64.7%,23.0,11.0,47.8%,28.0,63.0,339.0,42.9,7.9,5.4,28.4,Own 33.2,2:37,2.37,3.0,59.0,429.0,44.1,15.3,7.3,38.2,Own 27.3,3:19,2.27,29.0,7.0,66.0,0.0,17.0,9.4,24.0,623.0,0.0,37.0,26.0,2590.0,15.0,8.0,82.0,0.0,10.3,32.0,831.0,0.0,26.0,28.0,120.0,174.0,69.0,1218.0,14.0,8.0,5.0,2.9,80.0,7.4,7.7,10.7,203.0,105.1,9.0,64.0,4.9,6.7,7.0,1.0,2.0,42.11,21.0,156.0,237.0,65.8,1553.0,10.0,4.2,5.0,37.0,2.1,7.1,7.0,10.9,258.8,92.0,22.0,141.0,59.0,37.0,8.5,6.0,-29.98,26.0,19.0,894.0,47.1,82.0,772.0,40.6,64.0,2.0,10.5%,7.0,36.8%,0.0,6.0,17.0,797.0,46.9,0.0,30.0,144.0,567.0,3.0,37.0,3.9,94.5,5.0,0.46,12.0,157.0,695.0,4.0,4.4,115.8,-9.56,19.0,3.0,14.0,,,,,,17.0,1.0,1.0,,16.0,16.0,10.0,12.0,,150.0,25.0,19.0,4.0,10.0,,,,,2.0,15.0,1.0,3.0,,12.0,12.0,12.0,13.0,,140.0,23.3,237.0,156.0,1553.0,10.0,7.0,939.0,733.0,88.0,32.7%,21.0,7.8%,27.0,11.4%,22.0,70.0,26.0%,52.0,13.0,140.0,2248.0,416.0,5.4,10.0,5.0,140.0,156.0,237.0,1553.0,10.0,5.0,6.0,76.0,157.0,695.0,4.0,4.4,51.0,34.0,299.0,13.0,44.1,15.3,-30.37,18.0,150.0,1785.0,327.0,5.5,5.0,0.0,106.0,120.0,174.0,1218.0,14.0,5.0,6.7,54.0,144.0,567.0,3.0,3.9,40.0,36.0,253.0,12.0,42.9,7.9,38.52
1.0,San Francisco 49ers,101.0,48.0,47.5%,10.0,6.0,60.0%,23.0,11.0,47.8%,6.0,79.0,28.0,35.4%,10.0,6.0,60.0%,20.0,12.0,60.0%,15.0,72.0,501.0,43.1,15.3,7.0,35.7,Own 28.6,3:09,2.01,16.0,71.0,432.0,33.8,8.5,6.1,31.2,Own 31.7,2:49,1.86,12.0,13.0,115.0,0.0,18.0,8.8,22.0,534.0,0.0,38.0,24.3,3306.0,12.0,11.0,175.0,1.0,15.9,29.0,745.0,0.0,25.7,1.0,178.0,267.0,66.7,1899.0,10.0,3.7,8.0,3.0,56.0,7.5,6.9,11.2,271.3,88.7,14.0,91.0,5.0,6.8,6.2,2.0,3.0,50.74,19.0,152.0,231.0,65.8,1516.0,11.0,4.8,,21.0,,6.8,7.8,10.4,216.6,101.2,9.0,60.0,19.0,33.0,3.8,6.3,-37.59,25.0,20.0,888.0,44.4,175.0,693.0,34.7,54.0,1.0,5.0%,9.0,45.0%,0.0,8.0,27.0,1353.0,50.1,0.0,23.0,200.0,667.0,3.0,19.0,3.3,95.3,7.0,-20.08,13.0,178.0,706.0,4.0,4.0,100.9,2.04,7.0,3.0,10.0,,,,,,13.0,1.0,1.0,,11.0,12.0,18.0,20.0,,145.0,20.7,7.0,4.0,11.0,1.0,,,,,16.0,,2.0,,13.0,14.0,9.0,14.0,1.0,138.0,19.7,231.0,152.0,1516.0,11.0,8.7,968.0,608.0,41.0,16.2%,7.0,2.8%,10.0,4.3%,9.0,26.0,10.3%,36.0,11.0,138.0,2222.0,418.0,5.3,6.0,6.0,134.0,152.0,231.0,1516.0,11.0,0.0,6.3,74.0,178.0,706.0,4.0,4.0,44.0,44.0,305.0,16.0,33.8,8.5,-27.11,20.0,145.0,2566.0,481.0,5.3,11.0,3.0,155.0,178.0,267.0,1899.0,10.0,8.0,6.8,100.0,200.0,667.0,3.0,3.3,43.0,44.0,358.0,12.0,43.1,15.3,27.21
29.0,Seattle Seahawks,81.0,27.0,33.3%,6.0,4.0,66.7%,25.0,17.0,68.0%,23.0,101.0,36.0,35.6%,14.0,8.0,57.1%,22.0,11.0,50.0%,7.0,77.0,422.0,41.6,14.3,5.5,31.7,Own 31.1,2:35,2.23,31.0,81.0,477.0,32.1,9.9,5.9,26.4,Own 29.1,2:43,1.6,4.0,16.0,238.0,1.0,95.0,14.9,26.0,739.0,0.0,60.0,28.4,3588.0,2.0,13.0,143.0,0.0,11.0,34.0,805.0,0.0,23.7,7.0,133.0,196.0,67.9,1711.0,12.0,6.1,5.0,2.6,61.0,9.0,9.1,13.3,244.4,106.0,9.0,58.0,4.4,8.3,8.4,0.0,2.0,58.54,24.0,180.0,276.0,65.2,1611.0,11.0,4.0,8.0,40.0,2.9,6.4,5.9,9.9,230.1,84.5,23.0,165.0,57.0,41.0,7.7,5.4,-31.32,12.0,26.0,1276.0,49.1,143.0,1092.0,42.0,58.0,2.0,7.7%,10.0,38.5%,0.0,21.0,33.0,1590.0,48.2,1.0,17.0,202.0,743.0,8.0,31.0,3.7,106.1,9.0,-17.53,2.0,161.0,530.0,2.0,3.3,75.7,22.43,6.0,8.0,12.0,1.0,,,,1.0,22.0,,0.0,,22.0,22.0,13.0,17.0,,193.0,27.6,6.0,2.0,11.0,,,1.0,,,14.0,2.0,4.0,,9.0,10.0,13.0,17.0,,136.0,19.4,276.0,180.0,1611.0,11.0,7.1,723.0,824.0,36.0,11.4%,28.0,8.9%,21.0,7.6%,23.0,72.0,22.8%,51.0,9.0,136.0,2141.0,460.0,4.7,8.0,0.0,136.0,180.0,276.0,1611.0,11.0,8.0,5.4,89.0,161.0,530.0,2.0,3.3,29.0,53.0,417.0,18.0,32.1,9.9,0.12,4.0,193.0,2454.0,407.0,6.0,12.0,7.0,136.0,133.0,196.0,1711.0,12.0,5.0,8.3,78.0,202.0,743.0,8.0,3.7,41.0,46.0,389.0,17.0,41.6,14.3,34.55
11.0,Tampa Bay Buccaneers,89.0,34.0,38.2%,10.0,5.0,50.0%,20.0,10.0,50.0%,13.0,87.0,32.0,36.8%,14.0,6.0,42.9%,18.0,12.0,66.7%,6.0,77.0,452.0,41.6,5.2,5.9,30.8,Own 30.4,2:47,2.18,23.0,75.0,439.0,40.0,10.7,5.9,30.4,Own 30.8,2:44,2.16,7.0,14.0,199.0,0.0,54.0,14.2,31.0,751.0,0.0,35.0,24.2,3504.0,6.0,8.0,124.0,0.0,15.5,35.0,948.0,0.0,27.1,9.0,157.0,245.0,64.1,1675.0,13.0,5.3,2.0,0.8,77.0,7.2,7.9,11.3,239.3,99.8,14.0,92.0,5.4,6.5,7.1,4.0,4.0,40.49,23.0,156.0,228.0,68.4,1603.0,11.0,4.8,5.0,30.0,2.2,7.7,7.7,11.3,229.0,98.2,20.0,158.0,44.0,45.0,8.1,6.5,-23.0,6.0,29.0,1250.0,43.1,124.0,1086.0,35.0,62.0,2.0,6.9%,11.0,37.9%,2.0,27.0,24.0,1186.0,49.4,0.0,22.0,175.0,697.0,5.0,33.0,4.0,99.6,7.0,6.53,11.0,176.0,693.0,7.0,3.9,99.0,2.05,22.0,5.0,13.0,,,,1.0,,19.0,1.0,4.0,,14.0,15.0,14.0,18.0,1.0,174.0,24.9,22.0,7.0,11.0,,,,,2.0,20.0,,1.0,,19.0,19.0,12.0,15.0,,175.0,25.0,228.0,156.0,1603.0,11.0,7.3,750.0,770.0,77.0,28.5%,14.0,5.2%,15.0,6.6%,20.0,49.0,18.1%,34.0,23.0,175.0,2296.0,424.0,5.4,8.0,3.0,133.0,156.0,228.0,1603.0,11.0,5.0,6.5,83.0,176.0,693.0,7.0,3.9,35.0,51.0,435.0,15.0,40.0,10.7,-14.83,9.0,174.0,2372.0,434.0,5.5,4.0,2.0,137.0,157.0,245.0,1675.0,13.0,2.0,6.5,78.0,175.0,697.0,5.0,4.0,40.0,46.0,372.0,19.0,41.6,5.2,37.93
30.0,Tennessee Titans,92.0,26.0,28.3%,10.0,4.0,40.0%,11.0,5.0,45.5%,25.0,91.0,37.0,40.7%,11.0,9.0,81.8%,26.0,15.0,57.7%,5.0,77.0,425.0,28.6,15.6,5.5,21.4,Own 29.4,2:27,1.17,22.0,75.0,446.0,42.7,9.3,5.9,32.6,Own 34.5,3:05,2.4,28.0,7.0,97.0,0.0,21.0,13.9,31.0,816.0,0.0,71.0,26.3,2818.0,30.0,14.0,139.0,0.0,9.9,18.0,479.0,0.0,26.6,30.0,136.0,236.0,57.6,1119.0,4.0,1.7,5.0,2.1,47.0,5.7,5.1,10.0,159.9,70.9,30.0,237.0,11.3,4.2,3.7,1.0,1.0,-54.07,16.0,150.0,205.0,73.2,1470.0,9.0,4.4,4.0,19.0,2.0,7.6,7.6,10.4,210.0,101.3,13.0,93.0,35.0,30.0,6.0,6.7,-51.35,5.0,32.0,1523.0,47.6,139.0,1340.0,41.9,65.0,2.0,6.3%,11.0,34.4%,0.0,28.0,25.0,1151.0,46.0,0.0,31.0,139.0,530.0,2.0,27.0,3.8,75.7,7.0,-14.87,30.0,215.0,977.0,12.0,4.5,139.6,-9.96,28.0,2.0,4.0,,,1.0,,,7.0,,0.0,,6.0,7.0,16.0,20.0,,96.0,13.7,28.0,12.0,9.0,,,1.0,1.0,,23.0,,1.0,,21.0,22.0,11.0,13.0,,192.0,27.4,205.0,150.0,1470.0,9.0,6.6,811.0,752.0,40.0,17.2%,9.0,3.9%,21.0,10.2%,13.0,43.0,18.5%,51.0,28.0,192.0,2447.0,433.0,5.7,9.0,5.0,138.0,150.0,205.0,1470.0,9.0,4.0,6.7,70.0,215.0,977.0,12.0,4.5,52.0,39.0,257.0,16.0,42.7,9.3,-51.3,32.0,96.0,1649.0,405.0,4.1,12.0,7.0,107.0,136.0,236.0,1119.0,4.0,5.0,4.2,68.0,139.0,530.0,2.0,3.8,30.0,51.0,380.0,9.0,28.6,15.6,-74.3
28.0,Washington Commanders,76.0,27.0,35.5%,9.0,5.0,55.6%,18.0,14.0,77.8%,24.0,92.0,36.0,39.1%,10.0,5.0,50.0%,24.0,14.0,58.3%,17.0,71.0,422.0,40.8,11.3,5.9,33.1,Own 31.3,2:43,2.3,21.0,74.0,454.0,43.2,4.1,6.1,34.4,Own 29.1,3:01,2.22,8.0,14.0,194.0,1.0,90.0,13.9,30.0,934.0,0.0,69.0,31.1,3649.0,18.0,11.0,39.0,0.0,3.5,26.0,624.0,0.0,24.0,18.0,124.0,204.0,60.8,1373.0,11.0,5.4,3.0,1.5,56.0,7.1,7.6,11.8,196.1,94.3,18.0,84.0,8.1,6.2,6.6,,,33.04,27.0,138.0,215.0,64.2,1668.0,12.0,5.6,2.0,31.0,0.9,8.3,9.0,13.0,238.3,105.0,19.0,120.0,42.0,37.0,8.1,7.1,-43.4,22.0,22.0,1076.0,48.9,39.0,981.0,44.6,64.0,3.0,13.6%,10.0,45.5%,0.0,10.0,25.0,1216.0,48.6,0.0,1.0,192.0,1042.0,9.0,60.0,5.4,148.9,10.0,20.39,23.0,203.0,882.0,5.0,4.3,126.0,-6.27,21.0,9.0,11.0,1.0,,,,,21.0,2.0,3.0,,18.0,18.0,10.0,14.0,1.0,180.0,25.7,21.0,5.0,12.0,,,,1.0,,18.0,1.0,3.0,,15.0,15.0,15.0,17.0,,170.0,24.3,215.0,138.0,1668.0,12.0,8.5,901.0,871.0,68.0,27.5%,11.0,4.5%,15.0,7.0%,19.0,45.0,18.2%,51.0,22.0,170.0,2550.0,437.0,5.8,3.0,1.0,138.0,138.0,215.0,1668.0,12.0,2.0,7.1,81.0,203.0,882.0,5.0,4.3,45.0,56.0,459.0,12.0,43.2,4.1,-41.14,7.0,180.0,2415.0,414.0,5.8,8.0,5.0,136.0,124.0,204.0,1373.0,11.0,3.0,6.2,64.0,192.0,1042.0,9.0,5.4,53.0,53.0,429.0,19.0,40.8,11.3,36.99
